id_ubigeo,DEPARTAMENTO_EJECUTORA,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA,DISTRITO_EJECUTORA_NOMBRE
2092,23,TACNA,2,CANDARAVE,1,MUNICIPALIDAD PROVINCIAL DE CANDARAVE
2093,23,TACNA,2,CANDARAVE,2,MUNICIPALIDAD DISTRITAL DE CAIRANI
2094,23,TACNA,2,CANDARAVE,3,MUNICIPALIDAD DISTRITAL DE CAMILACA
2095,23,TACNA,2,CANDARAVE,4,MUNICIPALIDAD DISTRITAL DE CURIBAYA
2096,23,TACNA,2,CANDARAVE,5,MUNICIPALIDAD DISTRITAL DE HUANUARA
2097,23,TACNA,2,CANDARAVE,6,MUNICIPALIDAD DISTRITAL DE QUILAHUANI
2098,23,TACNA,3,JORGE BASADRE,1,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA
2099,23,TACNA,3,JORGE BASADRE,2,MUNICIPALIDAD DISTRITAL DE ILABAYA
2100,23,TACNA,3,JORGE BASADRE,3,MUNICIPALIDAD DISTRITAL DE ITE
2101,23,TACNA,4,TARATA,1,MUNICIPALIDAD PROVINCIAL DE TARATA
2102,23,TACNA,4,TARATA,2,MUNICIPALIDAD DISTRITAL  HEROES ALBARRACIN - CHUCATAMANI
2103,23,TACNA,4,TARATA,3,MUNICIPALIDAD DISTRITAL DE ESTIQUE
2104,23,TACNA,4,TARATA,5,MUNICIPALIDAD DISTRITAL DE SITAJARA
2105,23,TACNA,4,TARATA,6,MUNICIPALIDAD DISTRITAL DE SUSAPAYA
2106,23,TACNA,4,TARATA,7,MUNICIPALIDAD DISTRITAL DE TARUCACHI
2107,23,TACNA,4,TARATA,8,MUNICIPALIDAD DISTRITAL DE TICACO
2108,24,TUMBES,1,TUMBES,1,MUNICIPALIDAD PROVINCIAL DE TUMBES
2109,24,TUMBES,1,TUMBES,2,MUNICIPALIDAD DISTRITAL DE CORRALES
2110,24,TUMBES,1,TUMBES,3,MUNICIPALIDAD DISTRITAL DE LA CRUZ
2111,24,TUMBES,1,TUMBES,4,MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL
2112,24,TUMBES,1,TUMBES,5,MUNICIPALIDAD DISTRITAL DE SAN JACINTO
2113,24,TUMBES,1,TUMBES,6,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LA VIRGEN
2114,24,TUMBES,2,CONTRALMIRANTE VILLAR,1,MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR
2115,24,TUMBES,2,CONTRALMIRANTE VILLAR,2,MUNICIPALIDAD DISTRITAL DE CASITAS
2116,24,TUMBES,2,CONTRALMIRANTE VILLAR,3,MUNICIPALIDAD DISTRITAL CANOAS DE PUNTA SAL
2117,24,TUMBES,3,ZARUMILLA,1,MUNICIPALIDAD PROVINCIAL DE ZARUMILLA
2118,24,TUMBES,3,ZARUMILLA,2,MUNICIPALIDAD DISTRITAL DE AGUAS VERDES
2119,24,TUMBES,3,ZARUMILLA,3,MUNICIPALIDAD DISTRITAL DE MATAPALO
2120,24,TUMBES,3,ZARUMILLA,4,MUNICIPALIDAD DISTRITAL DE PAPAYAL
2121,25,UCAYALI,1,CORONEL PORTILLO,1,MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO
2122,25,UCAYALI,1,CORONEL PORTILLO,2,MUNICIPALIDAD DISTRITAL DE CAMPOVERDE
2123,25,UCAYALI,1,CORONEL PORTILLO,3,MUNICIPALIDAD DISTRITAL DE IPARIA
2124,25,UCAYALI,1,CORONEL PORTILLO,4,MUNICIPALIDAD DISTRITAL DE MASISEA
2125,25,UCAYALI,1,CORONEL PORTILLO,5,MUNICIPALIDAD DISTRITAL DE YARINACOCHA
2126,25,UCAYALI,1,CORONEL PORTILLO,6,MUNICIPALIDAD DISTRITAL DE NUEVA REQUENA
2127,25,UCAYALI,1,CORONEL PORTILLO,7,MUNICIPALIDAD DISTRITAL DE MANANTAY
2128,25,UCAYALI,2,ATALAYA,1,MUNICIPALIDAD PROVINCIAL DE ATALAYA - RAYMONDI
2129,25,UCAYALI,2,ATALAYA,2,MUNICIPALIDAD DISTRITAL DE SEPAHUA
2130,25,UCAYALI,2,ATALAYA,3,MUNICIPALIDAD DISTRITAL DE TAHUANIA
2131,25,UCAYALI,2,ATALAYA,4,MUNICIPALIDAD DISTRITAL DE YURUA
2132,25,UCAYALI,3,PADRE ABAD,1,MUNICIPALIDAD PROVINCIAL DE PADRE ABAD - AGUAITIA
2133,25,UCAYALI,3,PADRE ABAD,2,MUNICIPALIDAD DISTRITAL DE IRAZOLA
2134,25,UCAYALI,3,PADRE ABAD,3,MUNICIPALIDAD DISTRITAL DE CURIMANA
2135,25,UCAYALI,3,PADRE ABAD,4,MUNICIPALIDAD DISTRITAL DE NESHUYA
2136,25,UCAYALI,3,PADRE ABAD,5,MUNICIPALIDAD DISTRITAL DE ALEXANDER VON HUMBOLDT
2137,25,UCAYALI,4,PURUS,1,MUNICIPALIDAD PROVINCIAL DE PURUS
2138,1,AMAZONAS,1,CHACHAPOYAS,1,REGION AMAZONAS-AGRICULTURA
2139,1,AMAZONAS,1,CHACHAPOYAS,1,REGION AMAZONAS-EDUCACION
2140,1,AMAZONAS,1,CHACHAPOYAS,1,REGION AMAZONAS-HOSPITAL DE APOYO CHACHAPOYAS
2141,1,AMAZONAS,1,CHACHAPOYAS,1,REGION AMAZONAS-SALUD
2142,1,AMAZONAS,1,CHACHAPOYAS,1,REGION AMAZONAS-SEDE CENTRAL
2143,1,AMAZONAS,1,CHACHAPOYAS,1,REGION AMAZONAS-TRANSPORTES
2144,1,AMAZONAS,2,BAGUA,1,REGION AMAZONAS- GERENCIA SUB REGIONAL BAGUA
2145,1,AMAZONAS,2,BAGUA,1,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA
2146,1,AMAZONAS,2,BAGUA,1,REGION AMAZONAS-SALUD BAGUA
2147,1,AMAZONAS,2,BAGUA,6,GOB.REG.AMAZONAS-  EDUCACION BAGUA CAPITAL
2148,1,AMAZONAS,4,CONDORCANQUI,1,GOB.REG.DPTO. DE AMAZONAS - SALUD CONDORCANQUI
2149,1,AMAZONAS,4,CONDORCANQUI,1,REGION AMAZONAS- GERENCIA SUB REGIONAL CONDORCANQUI
2150,1,AMAZONAS,4,CONDORCANQUI,1,REGION AMAZONAS-EDUCACION CONDORCANQUI
2151,1,AMAZONAS,7,UCTUBAMBA,1,GOB.REG.AMAZONAS-  SALUD UTCUBAMBA
2152,1,AMAZONAS,7,UCTUBAMBA,1,GOB.REG.AMAZONAS- GERENCIA SUB REGIONAL DE UTCUBAMBA
2153,1,AMAZONAS,7,UCTUBAMBA,1,REGION AMAZONAS-EDUCACION BAGUA
2154,2,ANCASH,1,HUARAZ,1,REGION ANCASH - EDUCACION HUARAZ
2155,2,ANCASH,1,HUARAZ,1,REGION ANCASH SEDE CENTRAL
2156,2,ANCASH,1,HUARAZ,1,REGION ANCASH-AGRICULTURA ANCASH
2157,2,ANCASH,1,HUARAZ,1,REGION ANCASH-EDUCACION ANCASH
2158,2,ANCASH,1,HUARAZ,1,REGION ANCASH-SALUD ANCASH
2159,2,ANCASH,1,HUARAZ,1,REGION ANCASH-SALUD HUARAZ
2160,2,ANCASH,1,HUARAZ,1,REGION ANCASH-SALUD LA CALETA
2161,2,ANCASH,1,HUARAZ,1,REGION ANCASH-TRANSPORTES
2162,2,ANCASH,2,AIJA,1,REGION ANCASH-EDUCACION AIJA
2163,2,ANCASH,3,ANTONIO RAIMONDI,1,GOB. REG. DE ANCASH- EDUCACION ANTONIO RAIMONDI
2164,2,ANCASH,4,ASUNCION,1,GOB.REG. DE ANCASH- EDUCACION - ASUNCION
2165,2,ANCASH,5,BOLOGNESI,1,GOB.REG. DE ANCASH- EDUCACION BOLOGNESI
2166,2,ANCASH,6,CARHUAZ,1,GOB.REG. DE ANCASH- EDUCACION - CARHUAZ
2167,2,ANCASH,7,CARLOS FERMIN FITZCARRALD,1,REGION ANCASH-EDUCACION  CARLOS F. FITZCARRALD
2168,2,ANCASH,8,CASMA,1,REGION ANCASH - EDUCACION CASMA
2169,2,ANCASH,9,CORONGO,1,GOB. REG. DE ANCASH- EDUCACION CORONGO
2170,2,ANCASH,10,HUARI,1,REGION ANCASH-EDUCACION HUARI
2171,2,ANCASH,10,HUARI,1,REGION ANCASH-SALUD HUARI
2172,2,ANCASH,11,HUARMEY,1,REGION ANCASH-EDUCACION HUARMEY
2173,2,ANCASH,12,HUAYLAS,1,REGION ANCASH-EDUCACION HUAYLAS
2174,2,ANCASH,12,HUAYLAS,1,REGION ANCASH-SALUD CARAZ
2175,2,ANCASH,13,MARISCAL LUZURIAGA,1,GOB.REG. DE ANCASH- EDUCACION - MARISCAL LUZURIAGA
2176,2,ANCASH,13,MARISCAL LUZURIAGA,3,REGION ANCASH-SALUD ELEAZAR GUZMAN BARRON
2177,2,ANCASH,14,OCROS,1,GOB.REG. DE ANCASH- EDUCACION OCROS
2178,2,ANCASH,15,PALLASCA,1,REGION ANCASH-EDUCACION PALLASCA
2179,2,ANCASH,16,POMABAMBA,1,REGION ANCASH-EDUCACION POMABAMBA
2180,2,ANCASH,16,POMABAMBA,1,REGION ANCASH-SALUD POMABAMBA
2181,2,ANCASH,17,RECUAY,1,GOB.REG. DE ANCASH- EDUCACION RECUAY
2182,2,ANCASH,17,RECUAY,1,REGION ANCASH-SALUD RECUAY CARHUAZ
2183,2,ANCASH,18,SANTA,1,GOB. REG. DE ANCASH - RED  DE SALUD PACIFICO NORTE
2184,2,ANCASH,18,SANTA,1,GOB. REG. DE ANCASH- TERMINAL PORTUARIO DE CHIMBOTE
2185,2,ANCASH,18,SANTA,1,REGION ANCASH-EDUCACION SANTA
2186,2,ANCASH,18,SANTA,1,REGION ANCASH-SUBREGION PACIFICO
2187,2,ANCASH,18,SANTA,9,GOB. REG. ANCASH - RED DE SALUD PACIFICO SUR
2188,2,ANCASH,18,SANTA,9,REGION ANCASH- PROYECTO ESPECIAL CHINECAS
2189,2,ANCASH,19,SIHUAS,1,REGION ANCASH-EDUCACION SIHUAS
2190,2,ANCASH,20,YUNGAY,1,GOB.REG. DE ANCASH - EDUCACION YUNGAY
2191,3,APURIMAC,1,ABANCAY,1,GOB. REG. APURIMAC - RED DE SALUD ABANCAY
2192,3,APURIMAC,1,ABANCAY,1,GOB. REG. APURIMAC- EDUCACION ABANCAY
2193,3,APURIMAC,1,ABANCAY,1,GOB. REG. DE APURIMAC- PRO DESARROLLO APURIMAC
2194,3,APURIMAC,1,ABANCAY,1,GOB.REG. APURIMAC- EDUCACION HUANCARAMA
2195,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-AGRICULTURA APURIMAC
2196,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-EDUCACION APURIMAC
2197,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-EDUCACION CHANKA
2198,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-HOSPITAL GUILLERMO DIAZ DE LA VEGA-ABANCAY
2199,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-SALUD APURIMAC
2200,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-SALUD CHANKA
2201,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-SEDE CENTRAL
2202,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-TRANSPORTES APURIMAC
2203,3,APURIMAC,1,ABANCAY,1,REGION APURIMAC-TRANSPORTES CHANKA
2204,3,APURIMAC,2,ANDAHUAYLAS,1,REGION APURIMAC- SEDE CHANKA
2205,3,APURIMAC,2,ANDAHUAYLAS,1,REGION APURIMAC-AGRICULTURA CHANKA
2206,3,APURIMAC,2,ANDAHUAYLAS,1,REGION APURIMAC-HOSPITAL SUBREGIONAL DE ANDAHUAYLAS
2207,3,APURIMAC,3,ANTABAMBA,1,GOB. REG. APURIMAC - EDUCACION ANTABAMBA
2208,3,APURIMAC,3,ANTABAMBA,1,GOB. REG. APURIMAC - RED DE SALUD ANTABAMBA
2209,3,APURIMAC,4,AYMARAES,1,GOB. REG. APURIMAC - RED DE SALUD AYMARAES
2210,3,APURIMAC,4,AYMARAES,1,GOB.REG. DE APURIMAC- EDUCACION AYMARAES
2211,3,APURIMAC,5,COTABAMBA,1,GOB. REG. APURIMAC - RED DE SALUD COTABAMBAS
2212,3,APURIMAC,5,COTABAMBA,1,GOB. REG. DE APURIMAC- GERENCIA SUB REGIONAL COTABAMBAS
2213,3,APURIMAC,5,COTABAMBA,1,REGION APURIMAC-EDUCACION COTABAMBAS
2214,3,APURIMAC,6,CHINCHEROS,1,GOB. REG. APURIMAC - RED DE SALUD VIRGEN DE COCHARCAS
2215,3,APURIMAC,6,CHINCHEROS,1,GOB.REG. APURIMAC- SUB REGION CHINCHEROS
2216,3,APURIMAC,6,CHINCHEROS,1,REGION APURIMAC-EDUCACION CHINCHEROS
2217,3,APURIMAC,7,GRAU,1,GOB. REG. APURIMAC - RED DE SALUD GRAU
2218,3,APURIMAC,7,GRAU,1,GOB.REG.APURIMAC- EDUCACION GRAU
2219,4,AREQUIPA,1,AREQUIPA,1,REG. AREQUIPA - INST. REG. DE ENFERMEDADES NEOPLASICAS DEL SUR (IREN SUR)
2220,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA - SALUD RED PERIFERICA AREQUIPA
2221,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA-EDUCACION AREQUIPA SUR
2222,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA-HOSPITAL GOYENECHE
2223,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA-HOSPITAL REGIONAL HONORIO DELGADO
2224,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA-PROYECTO ESPECIAL COPASA
2225,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA-SALUD
2226,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA-SEDE CENTRAL
2227,4,AREQUIPA,1,AREQUIPA,1,REGION AREQUIPA-TRABAJO
2228,4,AREQUIPA,1,AREQUIPA,2,REGION AREQUIPA-COLEGIO MILITAR FRANCISCO BOLOGNESI
2229,4,AREQUIPA,1,AREQUIPA,3,REGION AREQUIPA-EDUCACION AREQUIPA NORTE
2230,4,AREQUIPA,1,AREQUIPA,8,REGION AREQUIPA - UGEL LA JOYA
2231,4,AREQUIPA,1,AREQUIPA,12,REGION AREQUIPA-TRANSPORTES
2232,4,AREQUIPA,1,AREQUIPA,18,REGION AREQUIPA - PROYECTO ESPECIAL MAJES SIGUAS
2233,4,AREQUIPA,1,AREQUIPA,26,REGION AREQUIPA-EDUCACION
2234,4,AREQUIPA,1,AREQUIPA,29,GOB. REG. DPTO. DE AREQUIPA-AGRICULTURA
2235,4,AREQUIPA,2,CAMANA,1,REGION AREQUIPA-SALUD CAMANA
2236,4,AREQUIPA,2,CAMANA,8,REGION AREQUIPA - UGEL CAMANA
2237,4,AREQUIPA,3,CARAVELI,3,REGION AREQUIPA - UGEL CARAVELI
2238,4,AREQUIPA,4,CASTILLA,1,REGION AREQUIPA - UGEL CASTILLA
2239,4,AREQUIPA,4,CASTILLA,1,REGION AREQUIPA-SALUD APLAO
2240,4,AREQUIPA,5,CAYLLOMA,1,REGION AREQUIPA - UGEL CAYLLOMA
2241,4,AREQUIPA,5,CAYLLOMA,20,REG. AREQUIPA - HOSPITAL CENTRAL DE MAJES ING. ANGEL GABRIEL CHURA GALLEGOS
2242,4,AREQUIPA,6,CONDESUYOS,1,REGION AREQUIPA - UGEL CONDESUYOS
2243,4,AREQUIPA,7,ISLAY,1,REGION AREQUIPA - UGEL ISLAY
2244,4,AREQUIPA,8,LA UNION,1,REGION AREQUIPA - UGEL LA UNION
2245,5,AYACUCHO,1,HUAMANGA,1,GOB. REG. DE AYACUCHO- EDUCACION HUAMANGA
2246,5,AYACUCHO,1,HUAMANGA,1,GOB. REG. DE AYACUCHO- RED DE SALUD HUAMANGA
2247,5,AYACUCHO,1,HUAMANGA,1,REGION AYACUCHO-AGRICULTURA
2248,5,AYACUCHO,1,HUAMANGA,1,REGION AYACUCHO-EDUCACION
2249,5,AYACUCHO,1,HUAMANGA,1,REGION AYACUCHO-HOSPITAL HUAMANGA
2250,5,AYACUCHO,1,HUAMANGA,1,REGION AYACUCHO-SALUD
2251,5,AYACUCHO,1,HUAMANGA,1,REGION AYACUCHO-SEDE CENTRAL
2252,5,AYACUCHO,1,HUAMANGA,15,REGION AYACUCHO-TRANSPORTES
2253,5,AYACUCHO,2,CANGALLO,1,REGION AYACUCHO-EDUCACION CENTRO AYACUCHO
2254,5,AYACUCHO,2,CANGALLO,1,REGION AYACUCHO-SALUD CENTRO AYACUCHO
2255,5,AYACUCHO,3,HUANCA SANCOS,1,GOB.REG. DE AYACUCHO- EDUCACION HUANCASANCOS
2256,5,AYACUCHO,4,HUANTA,1,REG. AYACUCHO - RED DE SALUD AYACUCHO NORTE
2257,5,AYACUCHO,4,HUANTA,1,REGION AYACUCHO - EDUCACION HUANTA
2258,5,AYACUCHO,5,LA MAR,1,GOB. REG. DE AYACUCHO - RED DE SALUD SAN MIGUEL
2259,5,AYACUCHO,5,LA MAR,1,GOB.REG. DE AYACUCHO- EDUCACION VRAE LA MAR
2260,5,AYACUCHO,5,LA MAR,1,REGION AYACUCHO-SALUD SUR AYACUCHO
2261,5,AYACUCHO,5,LA MAR,3,GOB. REG. DE AYACUCHO - RED DE SALUD SAN FRANCISCO
2262,5,AYACUCHO,6,LUCANAS,1,REGION AYACUCHO-EDUCACION LUCANAS
2263,5,AYACUCHO,8,PAUCAR DEL SARA SARA,1,GOB.REG. DE AYACUCHO- EDUCACION SUR PAUZA
2264,5,AYACUCHO,8,PAUCAR DEL SARA SARA,10,REGION AYACUCHO-EDUCACION SARA SARA
2265,5,AYACUCHO,8,PAUCAR DEL SARA SARA,10,REGION AYACUCHO-SALUD SARA SARA
2266,5,AYACUCHO,9,SUCRE,1,GOB. REG. AYACUCHO- EDUCACION UGEL SUCRE
2267,5,AYACUCHO,10,VICTOR FAJARDO,1,GOB. REG. AYACUCHO - EDUCACION UGEL VICTOR FAJARDO
2268,5,AYACUCHO,11,VILCASHUAMAN,1,GOB. REG. AYACUCHO- EDUCACION VILCASHUAMAN
2269,6,CAJAMARCA,1,CAJAMARCA,1,GOB. REG. CAJAMARCA - EDUCACION UGEL CAJAMARCA
2270,6,CAJAMARCA,1,CAJAMARCA,1,GOB. REG. DPTO. CAJAMARCA-SALUD CAJAMARCA- CAJAMARCA
2271,6,CAJAMARCA,1,CAJAMARCA,1,REGION CAJAMARCA - PROGRAMAS REGIONALES - PRO REGION
2272,6,CAJAMARCA,1,CAJAMARCA,1,REGION CAJAMARCA-AGRICULTURA
2273,6,CAJAMARCA,1,CAJAMARCA,1,REGION CAJAMARCA-EDUCACION CAJAMARCA
2274,6,CAJAMARCA,1,CAJAMARCA,1,REGION CAJAMARCA-HOSPITAL CAJAMARCA
2275,6,CAJAMARCA,1,CAJAMARCA,1,REGION CAJAMARCA-SALUD CAJAMARCA
2276,6,CAJAMARCA,1,CAJAMARCA,1,REGION CAJAMARCA-SEDE CENTRAL
2277,6,CAJAMARCA,1,CAJAMARCA,1,REGION CAJAMARCA-TRANSPORTES
2278,6,CAJAMARCA,2,CAJABAMBA,1,GOB.REG. DE CAJAMARCA- EDUCACION UGEL CAJABAMBA
2279,6,CAJAMARCA,3,CELENDIN,1,GOB.REG. CAJAMARCA - EDUCACION UGEL CELENDIN
2280,6,CAJAMARCA,4,CHOTA,1,GOB. REG. CAJAMARCA - HOSPITAL JOSE H. SOTO CADENILLAS- CHOTA
2281,6,CAJAMARCA,4,CHOTA,1,REGION CAJAMARCA-CHOTA
2282,6,CAJAMARCA,4,CHOTA,1,REGION CAJAMARCA-EDUCACION CHOTA
2283,6,CAJAMARCA,4,CHOTA,1,REGION CAJAMARCA-SALUD CHOTA
2284,6,CAJAMARCA,5,CONTUMAZA,1,GOB. REG. CAJAMARCA - EDUCACION UGEL CONTUMAZA
2285,6,CAJAMARCA,6,CUTERVO,1,REGION CAJAMARCA-CUTERVO
2286,6,CAJAMARCA,6,CUTERVO,1,REGION CAJAMARCA-EDUCACION CUTERVO
2287,6,CAJAMARCA,6,CUTERVO,1,REGION CAJAMARCA-SALUD CUTERVO
2288,6,CAJAMARCA,7,HUALGAYOC,1,GOB. REG. CAJAMARCA - SALUD HUALGAYOC - BAMBAMARCA
2289,6,CAJAMARCA,7,HUALGAYOC,1,GOB.REG. DE CAJAMARCA- EDUCACION UGEL BAMBAMARCA
2290,6,CAJAMARCA,8,JAEN,1,REGION CAJAMARCA-EDUCACION JAEN
2291,6,CAJAMARCA,8,JAEN,1,REGION CAJAMARCA-HOSPITAL GENERAL DE JAEN
2292,6,CAJAMARCA,8,JAEN,1,REGION CAJAMARCA-JAEN
2293,6,CAJAMARCA,8,JAEN,1,REGION CAJAMARCA-SALUD JAEN
2294,6,CAJAMARCA,9,SAN IGNACIO,1,GOB. REG. CAJAMARCA - SALUD SAN IGNACIO
2295,6,CAJAMARCA,9,SAN IGNACIO,1,REGION CAJAMARCA - EDUCACION SAN IGNACIO
2296,6,CAJAMARCA,10,SAN MARCOS,1,GOB. REG. CAJAMARCA -  EDUCACION UGEL SAN MARCOS
2297,6,CAJAMARCA,11,SAN MIGUEL,1,GOB. REG. CAJAMARCA - EDUCACION UGEL SAN MIGUEL
2298,6,CAJAMARCA,12,SAN PABLO,1,GOB. REG. CAJAMARCA - EDUCACION UGEL SAN PABLO
2299,6,CAJAMARCA,13,SANTA CRUZ,1,GOB. REG. CAJAMARCA - SALUD SANTA CRUZ
2300,6,CAJAMARCA,13,SANTA CRUZ,1,GOB.REG. DE CAJAMARCA- EDUCACION UGEL SANTA CRUZ
2301,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,1,GOB. REG. DE LA PROV. CONST. CALLAO- CAFED
2302,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,2,GOB. REG. DEL CALLAO - HOSPITAL DE REHABILITACION DEL CALLAO
2303,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,2,REGION CALLAO
2304,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,2,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO
2305,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,2,REGION CALLAO - EDUCACION CALLAO
2306,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,2,REGION CALLAO - HOSPITAL DANIEL A. CARRION
2307,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,3,REGION CALLAO - HOSPITAL DE APOYO SAN JOSE
2308,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,4,REGION CALLAO - COLEGIO MILITAR LEONCIO PRADO
2309,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,6,GOB. REG. DEL CALLAO - HOSPITAL DE VENTANILLA
2310,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,6,REGION CALLAO - EDUCACION VENTANILLA
2311,8,CUSCO,1,CUSCO,1,REGION CUSCO - HOSPITAL DE APOYO DEPARTAMENTAL CUSCO
2312,8,CUSCO,1,CUSCO,1,REGION CUSCO -PLAN COPESCO
2313,8,CUSCO,1,CUSCO,1,REGION CUSCO-EDUCACION
2314,8,CUSCO,1,CUSCO,1,REGION CUSCO-SALUD
2315,8,CUSCO,1,CUSCO,4,REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR
2316,8,CUSCO,1,CUSCO,6,GOB. REG. CUSCO - RED DE SERVICIOS DE SALUD CUSCO NORTE
2317,8,CUSCO,1,CUSCO,6,REGION CUSCO- HOSPITAL ANTONIO LORENA
2318,8,CUSCO,1,CUSCO,8,GOB. REG. DPTO. CUSCO - UGEL CUSCO
2319,8,CUSCO,1,CUSCO,8,REGION CUSCO-AGRICULTURA
2320,8,CUSCO,1,CUSCO,8,REGION CUSCO-INSTITUTO DE MANEJO DE AGUA Y MEDIO AMBIENTE
2321,8,CUSCO,1,CUSCO,8,REGION CUSCO-PROYECTO ESPECIAL PLAN MERISS
2322,8,CUSCO,1,CUSCO,8,REGION CUSCO-SEDE CENTRAL
2323,8,CUSCO,1,CUSCO,8,REGION CUSCO-TRANSPORTES
2324,8,CUSCO,2,ACOMAYO,1,GOB. REG. DPTO. CUSCO - EDUCACION ACOMAYO
2325,8,CUSCO,3,ANTA,1,GOB. REG. DPTO. CUSCO - EDUCACION ANTA
2326,8,CUSCO,4,CALCA,1,"GOB.REG,DPTO. CUSCO- UGEL CALCA"
2327,8,CUSCO,5,CANAS,1,GOB.REG.DPTO. DE CUSCO - EDUCACION CANAS
2328,8,CUSCO,6,CANCHIS,1,GOB. REG. DPTO. CUSCO-HOSP. ALFREDO CALLO RODRIGUEZ-SICUANI-CANCHIS
2329,8,CUSCO,6,CANCHIS,1,REGION CUSCO - SALUD CANAS - CANCHIS - ESPINAR
2330,8,CUSCO,6,CANCHIS,1,REGION CUSCO-EDUCACION CANCHIS
2331,8,CUSCO,7,CHUMBIVILCAS,1,GOB.REG.DPTO. DE CUSCO - SALUD CHUMBIVILCAS
2332,8,CUSCO,7,CHUMBIVILCAS,1,REGION CUSCO - EDUCACION CHUMBIVILCAS
2333,8,CUSCO,8,ESPINAR,1,GOB. REG. CUSCO - HOSPITAL DE ESPINAR
2334,8,CUSCO,8,ESPINAR,1,GOB.REG. DPTO. CUSCO- EDUCACION ESPINAR
2335,8,CUSCO,9,LA CONVENCION,1,GOB. REG. DPTO. CUSCO - HOSPITAL DE QUILLABAMBA
2336,8,CUSCO,9,LA CONVENCION,1,REGION CUSCO - EDUCACION LA CONVENCION
2337,8,CUSCO,9,LA CONVENCION,1,REGION CUSCO - SALUD LA CONVENCION CUSCO
2338,8,CUSCO,9,LA CONVENCION,7,GOB.REG.  CUSCO - RED DE SERVICIOS DE SALUD KIMBIRI PICHARI
2339,8,CUSCO,9,LA CONVENCION,10,GOB. REG. DPTO. CUSCO - EDUCACION PICHARI KIMBIRI VILLA VIRGEN
2340,8,CUSCO,10,PARURO,1,GOB. REG. DPTO. CUSCO - EDUCACION PARURO
2341,8,CUSCO,11,PAUCARTAMBO,1,GOB.REG.DPTO. CUSCO- EDUCACION PAUCARTAMBO
2342,8,CUSCO,12,QUISPICANCHIS,1,REGION CUSCO - EDUCACION  QUISPICANCHIS
2343,8,CUSCO,13,URUBAMBA,1,GOB. REG. DPTO. CUSCO - EDUCACION URUBAMBA
2344,9,HUANCAVELICA,1,HUANCAVELICA,1,GOB. REG. HUANCAVELICA - RED DE SALUD HUANCAVELICA
2345,9,HUANCAVELICA,1,HUANCAVELICA,1,GOB. REG. HUANCAVELICA - UGEL HUANCAVELICA
2346,9,HUANCAVELICA,1,HUANCAVELICA,1,GOB. REG. HUANCAVELICA-HOSPITAL DEPARTAMENTAL DE HUANCAVELICA
2347,9,HUANCAVELICA,1,HUANCAVELICA,1,REGION  HUANCAVELICA- LUCHA CONTRA LA POBREZA
2348,9,HUANCAVELICA,1,HUANCAVELICA,1,REGION HUANCAVELICA-AGRICULTURA
2349,9,HUANCAVELICA,1,HUANCAVELICA,1,REGION HUANCAVELICA-SALUD
2350,9,HUANCAVELICA,1,HUANCAVELICA,1,REGION HUANCAVELICA-SEDE CENTRAL
2351,9,HUANCAVELICA,1,HUANCAVELICA,1,REGION HUANCAVELICA-TRANSPORTES
