id_ubigeo,DEPARTAMENTO_EJECUTORA,DEPARTAMENTO_EJECUTORA_NOMBRE,PROVINCIA_EJECUTORA,PROVINCIA_EJECUTORA_NOMBRE,DISTRITO_EJECUTORA,DISTRITO_EJECUTORA_NOMBRE
963,6,CAJAMARCA,9,SAN IGNACIO,1,MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO
964,6,CAJAMARCA,9,SAN IGNACIO,2,MUNICIPALIDAD DISTRITAL DE CHIRINOS
965,6,CAJAMARCA,9,SAN IGNACIO,3,MUNICIPALIDAD DISTRITAL DE HUARANGO
966,6,CAJAMARCA,9,SAN IGNACIO,4,MUNICIPALIDAD DISTRITAL DE LA COIPA
967,6,CAJAMARCA,9,SAN IGNACIO,5,MUNICIPALIDAD DISTRITAL DE NAMBALLE
968,6,CAJAMARCA,9,SAN IGNACIO,6,MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOURDES
969,6,CAJAMARCA,9,SAN IGNACIO,7,MUNICIPALIDAD DISTRITAL DE TABACONAS
970,6,CAJAMARCA,10,SAN MARCOS,1,MUNICIPALIDAD PROVINCIAL DE SAN MARCOS - PEDRO GALVEZ
971,6,CAJAMARCA,10,SAN MARCOS,2,MUNICIPALIDAD DISTRITAL DE CHANCAY
972,6,CAJAMARCA,10,SAN MARCOS,3,MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA
973,6,CAJAMARCA,10,SAN MARCOS,4,MUNICIPALIDAD DISTRITAL DE GREGORIO PITA
974,6,CAJAMARCA,10,SAN MARCOS,5,MUNICIPALIDAD DISTRITAL DE ICHOCAN
975,6,CAJAMARCA,10,SAN MARCOS,6,MUNICIPALIDAD DISTRITAL DE JOSE MANUEL QUIROZ
976,6,CAJAMARCA,10,SAN MARCOS,7,MUNICIPALIDAD DISTRITAL DE JOSE SABOGAL
977,6,CAJAMARCA,11,SAN MIGUEL,1,MUNICIPALIDAD PROVINCIAL DE SAN MIGUEL
978,6,CAJAMARCA,11,SAN MIGUEL,2,MUNICIPALIDAD DISTRITAL DE BOLIVAR
979,6,CAJAMARCA,11,SAN MIGUEL,3,MUNICIPALIDAD DISTRITAL DE CALQUIS
980,6,CAJAMARCA,11,SAN MIGUEL,4,MUNICIPALIDAD DISTRITAL DE CATILLUC
981,6,CAJAMARCA,11,SAN MIGUEL,5,MUNICIPALIDAD DISTRITAL DE EL PRADO
982,6,CAJAMARCA,11,SAN MIGUEL,6,MUNICIPALIDAD DISTRITAL DE LA FLORIDA
983,6,CAJAMARCA,11,SAN MIGUEL,7,MUNICIPALIDAD DISTRITAL DE LLAPA
984,6,CAJAMARCA,11,SAN MIGUEL,8,MUNICIPALIDAD DISTRITAL DE NANCHOC
985,6,CAJAMARCA,11,SAN MIGUEL,9,MUNICIPALIDAD DISTRITAL DE NIEPOS
986,6,CAJAMARCA,11,SAN MIGUEL,11,MUNICIPALIDAD DISTRITAL DE SAN SILVESTRE DE COCHAN
987,6,CAJAMARCA,11,SAN MIGUEL,12,MUNICIPALIDAD DISTRITAL DE TONGOD
988,6,CAJAMARCA,11,SAN MIGUEL,13,MUNICIPALIDAD DISTRITAL DE UNION AGUA BLANCA
989,6,CAJAMARCA,12,SAN PABLO,1,MUNICIPALIDAD PROVINCIAL DE SAN PABLO
990,6,CAJAMARCA,12,SAN PABLO,2,MUNICIPALIDAD DISTRITAL DE SAN BERNARDINO
991,6,CAJAMARCA,12,SAN PABLO,3,MUNICIPALIDAD DISTRITAL DE SAN LUIS
992,6,CAJAMARCA,12,SAN PABLO,4,MUNICIPALIDAD DISTRITAL DE TUMBADEN
993,6,CAJAMARCA,13,SANTA CRUZ,1,MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ
994,6,CAJAMARCA,13,SANTA CRUZ,2,MUNICIPALIDAD DISTRITAL DE ANDABAMBA
995,6,CAJAMARCA,13,SANTA CRUZ,3,MUNICIPALIDAD DISTRITAL DE CATACHE
996,6,CAJAMARCA,13,SANTA CRUZ,4,MUNICIPALIDAD DISTRITAL DE CHANCAYBAÑOS
997,6,CAJAMARCA,13,SANTA CRUZ,5,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA
998,6,CAJAMARCA,13,SANTA CRUZ,6,MUNICIPALIDAD DISTRITAL DE NINABAMBA
999,6,CAJAMARCA,13,SANTA CRUZ,7,MUNICIPALIDAD DISTRITAL DE PULAN
1000,6,CAJAMARCA,13,SANTA CRUZ,8,MUNICIPALIDAD DISTRITAL DE SAUCEPAMPA
1001,6,CAJAMARCA,13,SANTA CRUZ,9,MUNICIPALIDAD DISTRITAL DE SEXI
1002,6,CAJAMARCA,13,SANTA CRUZ,10,MUNICIPALIDAD DISTRITAL DE UTICYACU
1003,6,CAJAMARCA,13,SANTA CRUZ,11,MUNICIPALIDAD DISTRITAL DE YAUYUCAN
1004,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,1,MUNICIPALIDAD PROVINCIAL DEL CALLAO
1005,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,2,MUNICIPALIDAD DISTRITAL DE BELLAVISTA
1006,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,3,MUNICIPALIDAD DISTRITAL DE CARMEN DE LA LEGUA REYNOSO
1007,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,4,MUNICIPALIDAD DISTRITAL DE LA PERLA
1008,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,5,MUNICIPALIDAD DISTRITAL DE LA PUNTA
1009,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,6,MUNICIPALIDAD DISTRITAL DE VENTANILLA
1010,7,PROVINCIA CONSTITUCIONAL DEL CALLAO,1,PROV. CALLAO,7,MUNICIPALIDAD DISTRITAL DE MI PERU
1011,8,CUSCO,1,CUSCO,1,MUNICIPALIDAD PROVINCIAL DEL CUZCO
1012,8,CUSCO,1,CUSCO,2,MUNICIPALIDAD DISTRITAL DE CCORCCA
1013,8,CUSCO,1,CUSCO,3,MUNICIPALIDAD DISTRITAL DE POROY
1014,8,CUSCO,1,CUSCO,4,MUNICIPALIDAD DISTRITAL DE SAN JERONIMO
1015,8,CUSCO,1,CUSCO,5,MUNICIPALIDAD DISTRITAL DE SAN SEBASTIAN
1016,8,CUSCO,1,CUSCO,6,MUNICIPALIDAD DISTRITAL DE SANTIAGO
1017,8,CUSCO,1,CUSCO,7,MUNICIPALIDAD DISTRITAL DE SAYLLA
1018,8,CUSCO,1,CUSCO,8,MUNICIPALIDAD DISTRITAL DE WANCHAQ
1019,8,CUSCO,2,ACOMAYO,1,MUNICIPALIDAD PROVINCIAL DE ACOMAYO
1020,8,CUSCO,2,ACOMAYO,2,MUNICIPALIDAD DISTRITAL DE ACOPIA
1021,8,CUSCO,2,ACOMAYO,3,MUNICIPALIDAD DISTRITAL DE ACOS
1022,8,CUSCO,2,ACOMAYO,4,MUNICIPALIDAD DISTRITAL DE MOSOC LLACTA
1023,8,CUSCO,2,ACOMAYO,5,MUNICIPALIDAD DISTRITAL DE POMACANCHI
1024,8,CUSCO,2,ACOMAYO,6,MUNICIPALIDAD DISTRITAL DE RONDOCAN
1025,8,CUSCO,2,ACOMAYO,7,MUNICIPALIDAD DISTRITAL DE SANGARARA
1026,8,CUSCO,3,ANTA,1,MUNICIPALIDAD PROVINCIAL DE ANTA
1027,8,CUSCO,3,ANTA,2,MUNICIPALIDAD DISTRITAL DE ANCAHUASI
1028,8,CUSCO,3,ANTA,3,MUNICIPALIDAD DISTRITAL DE CACHIMAYO
1029,8,CUSCO,3,ANTA,4,MUNICIPALIDAD DISTRITAL DE CHINCHAYPUJIO
1030,8,CUSCO,3,ANTA,5,MUNICIPALIDAD DISTRITAL DE HUAROCONDO
1031,8,CUSCO,3,ANTA,6,MUNICIPALIDAD DISTRITAL DE LIMATAMBO
1032,8,CUSCO,3,ANTA,7,MUNICIPALIDAD DISTRITAL DE MOLLEPATA
1033,8,CUSCO,3,ANTA,8,MUNICIPALIDAD DISTRITAL DE PUCYURA
1034,8,CUSCO,3,ANTA,9,MUNICIPALIDAD DISTRITAL DE ZURITE
1035,8,CUSCO,4,CALCA,1,MUNICIPALIDAD PROVINCIAL DE CALCA
1036,8,CUSCO,4,CALCA,2,MUNICIPALIDAD DISTRITAL DE COYA
1037,8,CUSCO,4,CALCA,3,MUNICIPALIDAD DISTRITAL DE LAMAY
1038,8,CUSCO,4,CALCA,4,MUNICIPALIDAD DISTRITAL DE LARES
1039,8,CUSCO,4,CALCA,5,MUNICIPALIDAD DISTRITAL DE PISAC
1040,8,CUSCO,4,CALCA,6,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR
1041,8,CUSCO,4,CALCA,7,MUNICIPALIDAD DISTRITAL DE TARAY
1042,8,CUSCO,4,CALCA,8,MUNICIPALIDAD DISTRITAL DE YANATILE
1043,8,CUSCO,5,CANAS,1,MUNICIPALIDAD PROVINCIAL DE CANAS - YANAOCA
1044,8,CUSCO,5,CANAS,2,MUNICIPALIDAD DISTRITAL DE CHECCA
1045,8,CUSCO,5,CANAS,3,MUNICIPALIDAD DISTRITAL DE KUNTURKANKI
1046,8,CUSCO,5,CANAS,4,MUNICIPALIDAD DISTRITAL DE LANGUI
1047,8,CUSCO,5,CANAS,5,MUNICIPALIDAD DISTRITAL DE LAYO
1048,8,CUSCO,5,CANAS,6,MUNICIPALIDAD DISTRITAL DE PAMPAMARCA
1049,8,CUSCO,5,CANAS,7,MUNICIPALIDAD DISTRITAL DE QUEHUE
1050,8,CUSCO,5,CANAS,8,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU
1051,8,CUSCO,6,CANCHIS,1,MUNICIPALIDAD PROVINCIAL DE CANCHIS - SICUANI
1052,8,CUSCO,6,CANCHIS,2,MUNICIPALIDAD DISTRITAL DE CHECACUPE
1053,8,CUSCO,6,CANCHIS,3,MUNICIPALIDAD DISTRITAL DE COMBAPATA
1054,8,CUSCO,6,CANCHIS,4,MUNICIPALIDAD DISTRITAL DE MARANGANI
1055,8,CUSCO,6,CANCHIS,5,MUNICIPALIDAD DISTRITAL DE PITUMARCA
1056,8,CUSCO,6,CANCHIS,6,MUNICIPALIDAD DISTRITAL DE SAN PABLO
1057,8,CUSCO,6,CANCHIS,7,MUNICIPALIDAD DISTRITAL DE SAN PEDRO
1058,8,CUSCO,6,CANCHIS,8,MUNICIPALIDAD DISTRITAL DE TINTA
1059,8,CUSCO,7,CHUMBIVILCAS,1,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS
1060,8,CUSCO,7,CHUMBIVILCAS,2,MUNICIPALIDAD DISTRITAL DE CAPACMARCA
1061,8,CUSCO,7,CHUMBIVILCAS,3,MUNICIPALIDAD DISTRITAL DE CHAMACA
1062,8,CUSCO,7,CHUMBIVILCAS,4,MUNICIPALIDAD DISTRITAL DE COLQUEMARCA
1063,8,CUSCO,7,CHUMBIVILCAS,5,MUNICIPALIDAD DISTRITAL DE LIVITACA
1064,8,CUSCO,7,CHUMBIVILCAS,6,MUNICIPALIDAD DISTRITAL DE LLUSCO
1065,8,CUSCO,7,CHUMBIVILCAS,7,MUNICIPALIDAD DISTRITAL DE QUIÑOTA
1066,8,CUSCO,7,CHUMBIVILCAS,8,MUNICIPALIDAD DISTRITAL DE VELILLE
1067,8,CUSCO,8,ESPINAR,1,MUNICIPALIDAD PROVINCIAL DE ESPINAR
1068,8,CUSCO,8,ESPINAR,2,MUNICIPALIDAD DISTRITAL DE CONDOROMA
1069,8,CUSCO,8,ESPINAR,3,MUNICIPALIDAD DISTRITAL DE COPORAQUE
1070,8,CUSCO,8,ESPINAR,4,MUNICIPALIDAD DISTRITAL DE OCORURO
1071,8,CUSCO,8,ESPINAR,5,MUNICIPALIDAD DISTRITAL DE PALLPATA
1072,8,CUSCO,8,ESPINAR,6,MUNICIPALIDAD DISTRITAL DE PICHIGUA
1073,8,CUSCO,8,ESPINAR,7,MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO
1074,8,CUSCO,8,ESPINAR,8,MUNICIPALIDAD DISTRITAL DE ALTO PICHIGUA
1075,8,CUSCO,9,LA CONVENCION,1,MUNICIPALIDAD PROVINCIAL DE LA CONVENCION - SANTA ANA
1076,8,CUSCO,9,LA CONVENCION,2,MUNICIPALIDAD DISTRITAL DE ECHARATI
1077,8,CUSCO,9,LA CONVENCION,3,MUNICIPALIDAD DISTRITAL DE HUAYOPATA
1078,8,CUSCO,9,LA CONVENCION,4,MUNICIPALIDAD DISTRITAL DE MARANURA
1079,8,CUSCO,9,LA CONVENCION,5,MUNICIPALIDAD DISTRITAL DE OCOBAMBA
1080,8,CUSCO,9,LA CONVENCION,6,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
1081,8,CUSCO,9,LA CONVENCION,7,MUNICIPALIDAD DISTRITAL DE QUIMBIRI
1082,8,CUSCO,9,LA CONVENCION,8,MUNICIPALIDAD DISTRITAL DE SANTA TERESA
1083,8,CUSCO,9,LA CONVENCION,9,MUNICIPALIDAD DISTRITAL DE VILCABAMBA
1084,8,CUSCO,9,LA CONVENCION,10,MUNICIPALIDAD DISTRITAL DE PICHARI
1085,8,CUSCO,9,LA CONVENCION,11,MUNICIPALIDAD DISTRITAL DE INKAWASI
1086,8,CUSCO,9,LA CONVENCION,12,MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN
1087,8,CUSCO,9,LA CONVENCION,13,MUNICIPALIDAD DISTRITAL DE VILLA KINTIARINA
1088,8,CUSCO,9,LA CONVENCION,14,MUNICIPALIDAD DISTRITAL DE MEGANTONI
1089,8,CUSCO,10,PARURO,1,MUNICIPALIDAD PROVINCIAL DE PARURO
1090,8,CUSCO,10,PARURO,2,MUNICIPALIDAD DISTRITAL DE ACCHA
1091,8,CUSCO,10,PARURO,3,MUNICIPALIDAD DISTRITAL DE CCAPI
1092,8,CUSCO,10,PARURO,4,MUNICIPALIDAD DISTRITAL DE COLCHA
1093,8,CUSCO,10,PARURO,5,MUNICIPALIDAD DISTRITAL DE HUANOQUITE
1094,8,CUSCO,10,PARURO,6,MUNICIPALIDAD DISTRITAL DE OMACHA
1095,8,CUSCO,10,PARURO,7,MUNICIPALIDAD DISTRITAL DE PACCARITAMBO
1096,8,CUSCO,10,PARURO,8,MUNICIPALIDAD DISTRITAL DE PILLPINTO
1097,8,CUSCO,10,PARURO,9,MUNICIPALIDAD DISTRITAL DE YAURISQUE
1098,8,CUSCO,11,PAUCARTAMBO,1,MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO
1099,8,CUSCO,11,PAUCARTAMBO,2,MUNICIPALIDAD DISTRITAL DE CAICAY
1100,8,CUSCO,11,PAUCARTAMBO,3,MUNICIPALIDAD DISTRITAL DE CHALLABAMBA
1101,8,CUSCO,11,PAUCARTAMBO,4,MUNICIPALIDAD DISTRITAL DE COLQUEPATA
1102,8,CUSCO,11,PAUCARTAMBO,5,MUNICIPALIDAD DISTRITAL DE HUANCARANI
1103,8,CUSCO,11,PAUCARTAMBO,6,MUNICIPALIDAD DISTRITAL DE KOSÑIPATA
1104,8,CUSCO,12,QUISPICANCHIS,1,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS
1105,8,CUSCO,12,QUISPICANCHIS,2,MUNICIPALIDAD DISTRITAL DE ANDAHUAYLILLAS
1106,8,CUSCO,12,QUISPICANCHIS,3,MUNICIPALIDAD DISTRITAL DE CAMANTI
1107,8,CUSCO,12,QUISPICANCHIS,4,MUNICIPALIDAD DISTRITAL DE CCARHUAYO
1108,8,CUSCO,12,QUISPICANCHIS,5,MUNICIPALIDAD DISTRITAL DE CCATCA
1109,8,CUSCO,12,QUISPICANCHIS,6,MUNICIPALIDAD DISTRITAL DE CUSIPATA
1110,8,CUSCO,12,QUISPICANCHIS,7,MUNICIPALIDAD DISTRITAL DE HUARO
1111,8,CUSCO,12,QUISPICANCHIS,8,MUNICIPALIDAD DISTRITAL DE LUCRE
1112,8,CUSCO,12,QUISPICANCHIS,9,MUNICIPALIDAD DISTRITAL DE MARCAPATA
1113,8,CUSCO,12,QUISPICANCHIS,10,MUNICIPALIDAD DISTRITAL DE OCONGATE
1114,8,CUSCO,12,QUISPICANCHIS,11,MUNICIPALIDAD DISTRITAL DE OROPESA
1115,8,CUSCO,12,QUISPICANCHIS,12,MUNICIPALIDAD DISTRITAL DE QUIQUIJANA
1116,8,CUSCO,13,URUBAMBA,1,MUNICIPALIDAD PROVINCIAL DE URUBAMBA
1117,8,CUSCO,13,URUBAMBA,2,MUNICIPALIDAD DISTRITAL DE CHINCHERO
1118,8,CUSCO,13,URUBAMBA,3,MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA
1119,8,CUSCO,13,URUBAMBA,4,MUNICIPALIDAD DISTRITAL DE MACHUPICCHU
1120,8,CUSCO,13,URUBAMBA,5,MUNICIPALIDAD DISTRITAL DE MARAS
1121,8,CUSCO,13,URUBAMBA,6,MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO
1122,8,CUSCO,13,URUBAMBA,7,MUNICIPALIDAD DISTRITAL DE YUCAY
1123,9,HUANCAVELICA,1,HUANCAVELICA,1,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA
1124,9,HUANCAVELICA,1,HUANCAVELICA,2,MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA
1125,9,HUANCAVELICA,1,HUANCAVELICA,3,MUNICIPALIDAD DISTRITAL DE ACORIA
1126,9,HUANCAVELICA,1,HUANCAVELICA,4,MUNICIPALIDAD DISTRITAL DE CONAYCA
1127,9,HUANCAVELICA,1,HUANCAVELICA,5,MUNICIPALIDAD DISTRITAL DE CUENCA
1128,9,HUANCAVELICA,1,HUANCAVELICA,6,MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA
1129,9,HUANCAVELICA,1,HUANCAVELICA,7,MUNICIPALIDAD DISTRITAL DE HUAYLLAHUARA
1130,9,HUANCAVELICA,1,HUANCAVELICA,9,MUNICIPALIDAD DISTRITAL DE LARIA
1131,9,HUANCAVELICA,1,HUANCAVELICA,10,MUNICIPALIDAD DISTRITAL DE MANTA
1132,9,HUANCAVELICA,1,HUANCAVELICA,11,MUNICIPALIDAD DISTRITAL DE MARISCAL CÁCERES
1133,9,HUANCAVELICA,1,HUANCAVELICA,12,MUNICIPALIDAD DISTRITAL DE MOYA
1134,9,HUANCAVELICA,1,HUANCAVELICA,13,MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO
1135,9,HUANCAVELICA,1,HUANCAVELICA,14,MUNICIPALIDAD DISTRITAL DE PALCA
1136,9,HUANCAVELICA,1,HUANCAVELICA,15,MUNICIPALIDAD DISTRITAL DE PILCHACA
1137,9,HUANCAVELICA,1,HUANCAVELICA,16,MUNICIPALIDAD DISTRITAL DE VILCA
1138,9,HUANCAVELICA,1,HUANCAVELICA,17,MUNICIPALIDAD DISTRITAL DE YAULI
1139,9,HUANCAVELICA,1,HUANCAVELICA,18,MUNICIPALIDAD DISTRITAL ASCENSION
1140,9,HUANCAVELICA,1,HUANCAVELICA,19,MUNICIPALIDAD DISTRITAL DE HUANDO
1141,9,HUANCAVELICA,2,ACOBAMBA,1,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA
1142,9,HUANCAVELICA,2,ACOBAMBA,2,MUNICIPALIDAD DISTRITAL DE ANDABAMBA
1143,9,HUANCAVELICA,2,ACOBAMBA,3,MUNICIPALIDAD DISTRITAL DE ANTA
1144,9,HUANCAVELICA,2,ACOBAMBA,4,MUNICIPALIDAD DISTRITAL DE CAJA
1145,9,HUANCAVELICA,2,ACOBAMBA,5,MUNICIPALIDAD DISTRITAL DE MARCAS
1146,9,HUANCAVELICA,2,ACOBAMBA,6,MUNICIPALIDAD DISTRITAL DE PAUCARA
1147,9,HUANCAVELICA,2,ACOBAMBA,7,MUNICIPALIDAD DISTRITAL DE POMACOCHA
1148,9,HUANCAVELICA,2,ACOBAMBA,8,MUNICIPALIDAD DISTRITAL DE ROSARIO
1149,9,HUANCAVELICA,3,ANGARAES,1,MUNICIPALIDAD PROVINCIAL DE ANGARAES - LIRCAY
1150,9,HUANCAVELICA,3,ANGARAES,2,MUNICIPALIDAD DISTRITAL DE ANCHONGA
1151,9,HUANCAVELICA,3,ANGARAES,3,MUNICIPALIDAD DISTRITAL DE CALLANMARCA
1152,9,HUANCAVELICA,3,ANGARAES,4,MUNICIPALIDAD DISTRITAL DE CCOCHACCASA
1153,9,HUANCAVELICA,3,ANGARAES,5,MUNICIPALIDAD DISTRITAL DE CHINCHO
1154,9,HUANCAVELICA,3,ANGARAES,6,MUNICIPALIDAD DISTRITAL DE CONGALLA
1155,9,HUANCAVELICA,3,ANGARAES,7,MUNICIPALIDAD DISTRITAL DE HUANCA HUANCA
1156,9,HUANCAVELICA,3,ANGARAES,8,MUNICIPALIDAD DISTRITAL DE HUAYLLAY GRANDE
1157,9,HUANCAVELICA,3,ANGARAES,9,MUNICIPALIDAD DISTRITAL DE JULCAMARCA
1158,9,HUANCAVELICA,3,ANGARAES,10,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE ANTAPARCO
1159,9,HUANCAVELICA,3,ANGARAES,11,MUNICIPALIDAD DISTRITAL DE SANTO TOMAS DE PATA
1160,9,HUANCAVELICA,3,ANGARAES,12,MUNICIPALIDAD DISTRITAL DE SECCLLA
1161,9,HUANCAVELICA,4,CASTROVIRREYNA,1,MUNICIPALIDAD PROVINCIAL DE CASTROVIRREYNA
1162,9,HUANCAVELICA,4,CASTROVIRREYNA,2,MUNICIPALIDAD DISTRITAL DE ARMA
1163,9,HUANCAVELICA,4,CASTROVIRREYNA,3,MUNICIPALIDAD DISTRITAL DE AURAHUA
1164,9,HUANCAVELICA,4,CASTROVIRREYNA,4,MUNICIPALIDAD DISTRITAL DE CAPILLAS
1165,9,HUANCAVELICA,4,CASTROVIRREYNA,6,MUNICIPALIDAD DISTRITAL DE COCAS
1166,9,HUANCAVELICA,4,CASTROVIRREYNA,7,MUNICIPALIDAD DISTRITAL DE HUACHOS
1167,9,HUANCAVELICA,4,CASTROVIRREYNA,8,MUNICIPALIDAD DISTRITAL DE HUAMATAMBO
1168,9,HUANCAVELICA,4,CASTROVIRREYNA,9,MUNICIPALIDAD DISTRITAL DE MOLLEPAMPA
1169,9,HUANCAVELICA,4,CASTROVIRREYNA,10,MUNICIPALIDAD DISTRITAL DE SAN JUAN
1170,9,HUANCAVELICA,4,CASTROVIRREYNA,11,MUNICIPALIDAD DISTRITAL DE SANTA ANA
1171,9,HUANCAVELICA,4,CASTROVIRREYNA,12,MUNICIPALIDAD DISTRITAL DE TANTARA
1172,9,HUANCAVELICA,4,CASTROVIRREYNA,13,MUNICIPALIDAD DISTRITAL DE TICRAPO
1173,9,HUANCAVELICA,5,CHURCAMPA,1,MUNICIPALIDAD PROVINCIAL DE CHURCAMPA
1174,9,HUANCAVELICA,5,CHURCAMPA,2,MUNICIPALIDAD DISTRITAL DE ANCO
1175,9,HUANCAVELICA,5,CHURCAMPA,3,MUNICIPALIDAD DISTRITAL DE CHINCHIHUASI
1176,9,HUANCAVELICA,5,CHURCAMPA,5,MUNICIPALIDAD DISTRITAL DE LA MERCED
1177,9,HUANCAVELICA,5,CHURCAMPA,6,MUNICIPALIDAD DISTRITAL DE LOCROJA
1178,9,HUANCAVELICA,5,CHURCAMPA,7,MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA
1179,9,HUANCAVELICA,5,CHURCAMPA,8,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE MAYOCC
1180,9,HUANCAVELICA,5,CHURCAMPA,9,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS
1181,9,HUANCAVELICA,5,CHURCAMPA,10,MUNICIPALIDAD DISTRITAL DE PACHAMARCA
1182,9,HUANCAVELICA,5,CHURCAMPA,11,MUNICIPALIDAD DISTRITAL DE COSME
1183,9,HUANCAVELICA,6,HUAYTARA,1,MUNICIPALIDAD PROVINCIAL DE HUAYTARA
1184,9,HUANCAVELICA,6,HUAYTARA,2,MUNICIPALIDAD DISTRITAL DE AYAVI
1185,9,HUANCAVELICA,6,HUAYTARA,3,MUNICIPALIDAD DISTRITAL DE CORDOVA
1186,9,HUANCAVELICA,6,HUAYTARA,4,MUNICIPALIDAD DISTRITAL DE HUAYACUNDO ARMA
1187,9,HUANCAVELICA,6,HUAYTARA,5,MUNICIPALIDAD DISTRITAL DE LARAMARCA
1188,9,HUANCAVELICA,6,HUAYTARA,6,MUNICIPALIDAD DISTRITAL DE OCOYO
1189,9,HUANCAVELICA,6,HUAYTARA,7,MUNICIPALIDAD DISTRITAL DE PILPICHACA
1190,9,HUANCAVELICA,6,HUAYTARA,8,MUNICIPALIDAD DISTRITAL DE QUERCO
1191,9,HUANCAVELICA,6,HUAYTARA,9,MUNICIPALIDAD DISTRITAL DE QUITO ARMA
1192,9,HUANCAVELICA,6,HUAYTARA,10,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE CUSICANCHA
1193,9,HUANCAVELICA,6,HUAYTARA,11,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE SANGAYAICO
1194,9,HUANCAVELICA,6,HUAYTARA,12,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - HUIRPACANCHA
1195,9,HUANCAVELICA,6,HUAYTARA,13,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHOCORVOS
1196,9,HUANCAVELICA,6,HUAYTARA,14,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE QUIRAHUARA
1197,9,HUANCAVELICA,6,HUAYTARA,15,MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE CAPILLAS
1198,9,HUANCAVELICA,6,HUAYTARA,16,MUNICIPALIDAD DISTRITAL DE TAMBO
1199,9,HUANCAVELICA,7,TAYACAJA,1,MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS
1200,9,HUANCAVELICA,7,TAYACAJA,2,MUNICIPALIDAD DISTRITAL DE ACOSTAMBO
1201,9,HUANCAVELICA,7,TAYACAJA,3,MUNICIPALIDAD DISTRITAL DE ACRAQUIA
1202,9,HUANCAVELICA,7,TAYACAJA,4,MUNICIPALIDAD DISTRITAL DE AHUAYCHA
1203,9,HUANCAVELICA,7,TAYACAJA,5,MUNICIPALIDAD DISTRITAL DE COLCABAMBA
1204,9,HUANCAVELICA,7,TAYACAJA,6,MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDES
1205,9,HUANCAVELICA,7,TAYACAJA,7,MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA
1206,9,HUANCAVELICA,7,TAYACAJA,9,MUNICIPALIDAD DISTRITAL DE HUARIBAMBA
1207,9,HUANCAVELICA,7,TAYACAJA,10,MUNICIPALIDAD DISTRITAL DE ÑAHUIMPUQUIO
1208,9,HUANCAVELICA,7,TAYACAJA,11,MUNICIPALIDAD DISTRITAL DE PAZOS
1209,9,HUANCAVELICA,7,TAYACAJA,13,MUNICIPALIDAD DISTRITAL DE QUISHUAR
1210,9,HUANCAVELICA,7,TAYACAJA,14,MUNICIPALIDAD DISTRITAL DE SALCABAMBA
1211,9,HUANCAVELICA,7,TAYACAJA,15,MUNICIPALIDAD DISTRITAL DE SALCAHUASI
1212,9,HUANCAVELICA,7,TAYACAJA,16,MUNICIPALIDAD DISTRITAL DE SAN MARCOS ROCCHAC
1213,9,HUANCAVELICA,7,TAYACAJA,17,MUNICIPALIDAD DISTRITAL DE SURCUBAMBA
1214,9,HUANCAVELICA,7,TAYACAJA,18,MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU
